Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type
7808,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,DTA PREMIER CAR SERVICE LLC,CHICAGO,IL,60630.0,,,7674Livery,Livery
7809,RESERVED,FORD,E350,2010.0,WHITE,Gasoline,N,MIDWEST AMBULANCE LLC,SKOKIE,IL,60076.0,,,5716Ambulance,Ambulance
7814,VIOLATION,HONDA,ODYSSEY,2008.0,GRAY,Gasoline,N,TRINITY MOBILITY COMPANY,CHICAGO,IL,60619.0,,,9051Medicar,Medicar
7816,VIOLATION,DODGE,CARAVAN,2016.0,ORANGE,Gasoline,Y,TAXI OUT CAB CO,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner Manager,243Taxi,Taxi
7817,INACTIVE,,,,,Gasoline,N,TOWER AMBULANCE,CHICAGO,IL,60630.0,,,5021Ambulance,Ambulance
7820,VIOLATION,TOYOTA,SCION,2011.0,WHITE,Gasoline,N,FLEET CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6484Taxi,Taxi
7823,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72300Livery,Livery
7825,ACTIVE,LINCOLN,NAUTILUS,2023.0,BLACK,Gasoline,N,YAZEED LLC,CHICAGO,IL,60625.0,,,70683Livery,Livery
7827,INACTIVE,CHRYSLER,TOWN AND COUNTRY,2007.0,WHITE,Gasoline,N,CITY WEST TRANSPORTATION  INC,CHICAGO,IL,60644.0,,,6707Medicar,Medicar
7829,ACTIVE,INFINITI,QX80,2021.0,BLACK,Gasoline,N,CHUN LIU,CHICAGO,IL,60616.0,,,70017Livery,Livery
7831,VIOLATION,FORD,EXPEDITION,2020.0,BLACK,Gasoline,N,TRANSPORTATION 4 U LLC,CHICAGO,IL,60644.0,,,9698Livery,Livery
7832,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72279Livery,Livery
7834,ACTIVE,TOYOTA,CAMRY,2019.0,BLUE/WHITE,Gasoline,N,CHERIF SERVICES INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,4134Taxi,Taxi
7835,INACTIVE,FREIGHTLINER,FB65,2007.0,WHITE,Gasoline,N,"WWA LIMO, INC.",CHICAGO,IL,60607.0,,,15953Charter Sightseeing,Charter Sightseeing
7836,RESERVED,FORD,EXPEDITION PLATINUM,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,,,7875Livery,Livery
7838,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72686Livery,Livery
7839,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,,,8055Livery,Livery
7840,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,GUL LIMOUSINE INC.,CHICAGO,IL,60630.0,,,8614Livery,Livery
7843,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,BR MOTORS INC,CHICAGO,IL,60656.0,,,7062Livery,Livery
7844,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71321Livery,Livery
7845,ACTIVE,LINCOLN,AVIATOR,2022.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,,,9730Livery,Livery
7846,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71610Livery,Livery
7848,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,,,70957Livery,Livery
7849,INACTIVE,FORD,E150,2009.0,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630.0,,,7090Medicar,Medicar
7851,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,,,7195Livery,Livery
7853,INACTIVE,FORD,E350,2006.0,WHITE/RED,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,,,5630Ambulance,Ambulance
7854,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,SUBHI TRANSPORT INC,CHICAGO,IL,60629.0,,,7010Livery,Livery
7855,ACTIVE,MERCEDES,SPRINTER,2020.0,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,,,721531Ambulance,Ambulance
7856,ACTIVE,INFINITI,QX80,2021.0,BLACK,Gasoline,N,ZAID BHATTI,CHICAGO,IL,60645.0,,,7935Livery,Livery
7857,ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,METRO CHICAGO LIMO INC.,CHICAGO,IL,60609.0,,,71288Livery,Livery
7858,ACTIVE,LINCOLN,AVIATOR,2024.0,BLACK,Gasoline,N,ECHO LIMOUSINE INC,CHICAGO,IL,60634.0,,,9379Livery,Livery
7859,ACTIVE,CADILLAC,XTS,2019.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,,,8622Livery,Livery
7860,ACTIVE,MERCEDES,S500,2022.0,BLACK,Gasoline,N,RYDE LUXURY INC,CHICAGO,IL,60630.0,,,70398Livery,Livery
7862,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72345Livery,Livery
7864,ACTIVE,GMC,YUKON XL,2020.0,BLACK,Gasoline,N,AIRPORT CONNECTION EXPRESS INC,CHICAGO,IL,60660.0,,,7433Livery,Livery
7865,ACTIVE,TESLA,X,2022.0,BLACK,Gasoline,N,TAMILA LEGKA,CHICAGO,IL,60612.0,,,7823Livery,Livery
7867,ACTIVE,CHEVROLET,SUBURBAN,2020.0,BLACK,Gasoline,N,ARSHAD PSL INC,CHICAGO,IL,60656.0,,,9612Livery,Livery
7868,ACTIVE,FORD,EXPEDITION XLT MAX,2022.0,BLACK,Gasoline,N,"DV & G ENTERPRISES, INC.",CHICAGO,IL,60634.0,,,8683Livery,Livery
7870,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,WALLI TRADING INCORPORATED,CHICAGO,IL,60659.0,,,70162Livery,Livery
7871,ACTIVE,LINCOLN,AVIATOR,2025.0,BLACK,Gasoline,N,GURAD LLC,CHICAGO,IL,60626.0,,,71218Livery,Livery
7872,ACTIVE,VOLVO,S90,2023.0,BLACK,Gasoline,N,DDSSBOS LLC,CHICAGO,IL,60608.0,,,7519Livery,Livery
7873,VIOLATION,LINCOLN,NAVIGATOR,2019.0,BLACK,Gasoline,N,FAUS LLC,CHICAGO,IL,60659.0,,,7629Livery,Livery
7875,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71830Livery,Livery
7877,INACTIVE,IC,STARCRAFT,2014.0,WHITE,Gasoline,N,41 LEAF CONSULTING CORP,CHICAGO,IL,60603.0,,,17966Charter Sightseeing,Charter Sightseeing
7878,INACTIVE,FORD,E250,2006.0,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,CHICAGO,IL,60641.0,,,6031Medicar,Medicar
7879,RESERVED,FREIGHLINE,CLASSIC,2013.0,WHITE,Gasoline,N,M & G TRANSPORTATION INC,CHICAGO,IL,60634.0,,,19622Charter Sightseeing,Charter Sightseeing
7880,SURRENDER,NISSAN,ROGUE,2016.0,WHITE/BLACK/STRIPES,Gasoline,N,MIRANDA CAB CORPORATION,CHICAGO,IL,60651.0,Independent1,Owner-Operator,1088Taxi,Taxi
7881,INACTIVE,CADILLAC,ESCALADE ESV,2019.0,BLACK,Gasoline,N,"BLACK CARS UNITED LIMOUSINE SERVICES, INC.",CHICAGO,IL,60630.0,,,8991Livery,Livery
7882,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72218Livery,Livery
7883,VIOLATION,GMC,YUKON XL,2019.0,BLACK,Gasoline,N,DEREN LIMOUSINE INC,CHICAGO,IL,60618.0,,,9496Livery,Livery
7887,ACTIVE,LINCOLN,AVIATOR,2025.0,BLACK,Gasoline,N,METRO CHICAGO LIMO INC.,CHICAGO,IL,60609.0,,,71151Livery,Livery
7888,RESERVED,FORD,E350,2008.0,RED/WHITE/BLUE,Gasoline,N,"AIR ANGELS, INC",ST. CHARLES,IL,60174.0,,,5663Ambulance,Ambulance
7890,INACTIVE,DODGE,GRAND CARAVAN,2016.0,BLACK,Gasoline,N,Quality Med Transport Inc,CHICAGO,IL,60631.0,,,8655Medicar,Medicar
7892,ACTIVE,CADILLAC,ESCALADE,2023.0,BLACK,Gasoline,N,MTS TRANSPORTATION LLC,CHICAGO,IL,60630.0,,,71112Livery,Livery
7894,INACTIVE,FORD,E350,2006.0,WHITE/GRAY,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,,,5652Ambulance,Ambulance
7895,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71966Livery,Livery
7896,RESERVED,FREIGHTLINER,G40M2,2017.0,BLACK,Gasoline,N,HARRISON GLOBAL LLC,CHICAGO,IL,60608.0,,,18165Charter Sightseeing,Charter Sightseeing
7900,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72209Livery,Livery
7901,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,JUAN ESPINOZA,CHICAGO,IL,60608.0,,,7676Livery,Livery
7902,ACTIVE,TOYOTA,SCION,2015.0,WHITE,Gasoline,N,ABEJORRAL EXPRESS CORP.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,651Taxi,Taxi
7907,VIOLATION,TOYOTA,RAV4,2012.0,WHITE,Gasoline,N,ERIC N. PENDLETON,CHICAGO,IL,60643.0,DIS-AFFILIATED,Owner-Operator,3926Taxi,Taxi
7909,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,"MIDWEST LIVERY SERVICE, INC.",CHICAGO,IL,60630.0,,,9582Livery,Livery
7910,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,A & A BROTHER'S LIMO INC.,CHICAGO,IL,60645.0,,,9380Livery,Livery
7911,INACTIVE,NEOPLAN,TROLLEY,1989.0,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,,,8760Charter Sightseeing,Charter Sightseeing
7913,INACTIVE,FORD,TROLLEY,2001.0,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,,,7262Charter Sightseeing,Charter Sightseeing
7914,INACTIVE,IC,CHAMPION,2015.0,WHITE,Gasoline,N,41 LEAF CONSULTING CORP,CHICAGO,IL,60603.0,,,17969Charter Sightseeing,Charter Sightseeing
7915,INACTIVE,CHEVROLET,G3500,2010.0,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,,,9996Charter Sightseeing,Charter Sightseeing
7916,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71559Livery,Livery
7917,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,OREOS LIMO LLC,CHICAGO,IL,60631.0,,,7117Livery,Livery
7919,RESERVED,CADILLAC,ESCALADE,2019.0,BLACK,Gasoline,N,AL LIMO & TRANSPORTATION INC,CHICAGO,IL,60656.0,,,7105Livery,Livery
7921,ACTIVE,TOYOTA,SIENNA,2019.0,WHITE,Gasoline,Y,HAZAL TRANSIT INC.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,4523Taxi,Taxi
7922,INACTIVE,FORD,E350,2010.0,BLACK,Gasoline,N,LIMO CORP OF CHICAGO INC,CHICAGO,IL,60630.0,,,12254Charter Sightseeing,Charter Sightseeing
7923,ACTIVE,TOYOTA,SIENNA,2019.0,WHITE,Gasoline,Y,ALL FOUR SEASONS INC,CHICAGO,IL,60659.0,Independent1,Owner-Operator,4840Taxi,Taxi
7924,ACTIVE,TOYOTA,SIENNA,2018.0,YELLOW,Gasoline,N,"D.D.WILS, INC",CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,1989Taxi,Taxi
7928,ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,KAREEM TRANS INC.,CHICAGO,IL,60659.0,,,70705Livery,Livery
7929,ACTIVE,FORD,TRANSIT 250,2023.0,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,,,721564Ambulance,Ambulance
7931,ACTIVE,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,CHICAGO EMPIRE LIMOUSINE INC,CHICAGO,IL,60660.0,,,8526Livery,Livery
7932,ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,METRO CHICAGO LIMO INC.,CHICAGO,IL,60609.0,,,70169Livery,Livery
7933,INACTIVE,FREIGHTLINER,S,2008.0,WHITE,Gasoline,N,"WWA LIMO, INC.",CHICAGO,IL,60607.0,,,14900Charter Sightseeing,Charter Sightseeing
7936,SURRENDER,TOYOTA,COROLLA,2018.0,WHITE,Gasoline,N,ARES CAB CORP.,CHICAGO,IL,60659.0,Top Cab Association,Top Cab Corp.,1893Taxi,Taxi
7937,INACTIVE,FORD,E250,2007.0,WHITE,Gasoline,N,BLUE CHIP MEDICAL TRANSPORTATION,CHICAGO,IL,60628.0,,,6448Medicar,Medicar
7940,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71835Livery,Livery
7941,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71914Livery,Livery
7945,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71441Livery,Livery
7946,ACTIVE,CADILLAC,XTS,2019.0,BLACK,Gasoline,N,Nobetter Inc,CHICAGO,IL,60638.0,,,8197Livery,Livery
7947,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE,Gasoline,N,CONNECT CARE TRANS LLC,CHICAGO,IL,60631.0,,,25595Medicar,Medicar
7951,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72510Livery,Livery
7952,ACTIVE,LINCOLN,MKT,2017.0,BLACK,Gasoline,N,DIPLOMAT LIMOUSINE INC.,CHICAGO,IL,60607.0,,,70585Livery,Livery
7953,INACTIVE,FREIGHTLINER,M2 106,2017.0,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,,,18321Charter Sightseeing,Charter Sightseeing
7954,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71773Livery,Livery
7955,INACTIVE,FORD,F650,2012.0,BLACK,Gasoline,N,GTI TRANSPORTATION INC.,CHICAGO,IL,60634.0,,,14076Charter Sightseeing,Charter Sightseeing
7957,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72382Livery,Livery
7959,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71733Livery,Livery
7960,ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,A.R.M. TRANSPORTATION SERVICES CO,CHICAGO,IL,60630.0,,,70204Livery,Livery
7964,ACTIVE,FORD,TRANSIT 250,2023.0,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,,,721565Ambulance,Ambulance
7965,ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,ZAK 1 LIMO INC.,CHICAGO,IL,60656.0,,,9656Livery,Livery
7966,ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,GM LIMO INC.,CHICAGO,IL,60632.0,,,7423Livery,Livery
7967,RESERVED,LINCOLN,NAVIGATOR,2017.0,BLACK,Gasoline,N,"RAJ LIMOUSINE, INC.",CHICAGO,IL,60641.0,,,8794Livery,Livery
7968,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,HAYYAN LLC,CHICAGO,IL,60626.0,,,7758Livery,Livery
7969,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71741Livery,Livery
7970,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72675Livery,Livery
7971,ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,,,9806Livery,Livery
7975,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71552Livery,Livery
7976,RESERVED,LINCOLN,NAUTILUS,2022.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,,,7452Livery,Livery
7977,INACTIVE,FORD,E350,2006.0,WHITE,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,,,9096Charter Sightseeing,Charter Sightseeing
7978,RESERVED,MERCEDES,S560,2018.0,BLACK,Gasoline,N,BAIDOUN LOGISTICS INC,CHICAGO,IL,60630.0,,,70392Livery,Livery
7982,ACTIVE,TOYOTA,COROLLA,2013.0,GRAY,Gasoline,N,A & W TRANSPORT EXPRESS,CHICAGO,IL,60652.0,,,24747Medicar,Medicar
7983,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72039Livery,Livery
7984,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72085Livery,Livery
7986,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71807Livery,Livery
7987,INACTIVE,FORD,E350,2007.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,,,5638Ambulance,Ambulance
7992,ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,P&M INC,CHICAGO,IL,60630.0,,,9606Livery,Livery
7994,INACTIVE,FORD,E350,2009.0,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",SKOKIE,IL,60076.0,,,5682Ambulance,Ambulance
7996,SURRENDER,TOYOTA,CAMRY,2015.0,BLUE/WHITE,Gasoline,N,AOTMID CORP.,CHICAGO,IL,60641.0,Blue Diamond Taxi Affil Inc,Owner Manager,1311Taxi,Taxi
7997,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72609Livery,Livery
7999,ACTIVE,CADILLAC,ESCALADE,2022.0,BLACK,Gasoline,N,BLK OPS CAR SERVICE LLC,CHICAGO,IL,60630.0,,,70418Livery,Livery
8001,INACTIVE,DODGE,CARAVAN,2008.0,SILVER,Gasoline,N,"ASHUNTI RESIDENTIAL MANAGEMENT SYSTEMS, INC.",CHICAGO,IL,60644.0,,,10782Medicar,Medicar
8002,ACTIVE,TOYOTA,SIENNA,2020.0,WHITE,Gasoline,Y,SHOKABAGO CAB CO,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,2311Taxi,Taxi
8003,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72988Livery,Livery
8005,INACTIVE,FORD,E350,2007.0,BLACK,Gasoline,N,ALL AMERICAN LIMOUSINE INC,CHICAGO,IL,60656.0,,,9600Charter Sightseeing,Charter Sightseeing
8006,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72080Livery,Livery
8011,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Gasoline,N,NELSON LTD,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,5264Taxi,Taxi
8012,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,REBECA SALGADO,CHICAGO,IL,60641.0,,,70140Livery,Livery
8013,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71611Livery,Livery
8015,ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,SIGNATURE TRANSPORTATION GROUP LLC,CHICAGO,IL,60656.0,,,9553Livery,Livery
8020,VIOLATION,CADILLAC,XTS,2017.0,BLACK,Gasoline,N,MC LIMOUSINE SERVICE INC,CHICAGO,IL,60629.0,,,9816Livery,Livery
8021,ACTIVE,CADILLAC,ESCALADE ESV,2019.0,BLACK,Gasoline,N,CHICAGO SPIRIT LIMOUSINE LLC,CHICAGO,IL,60657.0,,,9200Livery,Livery
8023,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,SUPER785 SERVICES INC.,CHICAGO,IL,60640.0,,,8286Livery,Livery
8024,ACTIVE,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,NUR MOTORS LLC,CHICAGO,IL,60613.0,,,8242Livery,Livery
8026,ACTIVE,JEEP,WAGONEER,2022.0,BLACK,Gasoline,N,EXECUTIVE TRANSPORTATION SERVICES INC.,CHICAGO,IL,60629.0,,,70290Livery,Livery
8027,RESERVED,FREIGHTLINER,SPRINTER,2011.0,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,,,5554Ambulance,Ambulance
8029,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71464Livery,Livery
8030,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72246Livery,Livery
8032,INACTIVE,FORD,E350,2016.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,,,895571Ambulance,Ambulance
8033,ACTIVE,LINCOLN,NAVIGATOR,2022.0,BLACK,Gasoline,N,ARSH CORP,CHICAGO,IL,60659.0,,,7832Livery,Livery
8035,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72938Livery,Livery
8036,ACTIVE,HONDA,CRV,2018.0,BLACK,Gasoline,N,GLADYS SUMMER INC.,CHICAGO,IL,60652.0,Independent1,Owner Manager,571Taxi,Taxi
8039,INACTIVE,FORD,T150,2016.0,WHITE,Gasoline,N,SECURE TRANSPORTATION COMPANY OF ILLINOIS LLC,CHICAGO,IL,60632.0,,,8240Medicar,Medicar
8040,RESERVED,CADILLAC,ESCALADE ESV,2024.0,BLACK,Gasoline,N,A M Z LIMO INC,CHICAGO,IL,60630.0,,,7593Livery,Livery
8041,ACTIVE,CHEVROLET,SUBURBAN,2024.0,BLACK,Gasoline,N,HE CHEN,CHICAGO,IL,60608.0,,,70696Livery,Livery
8042,SURRENDER,TOYOTA,COROLLA,2016.0,WHITE,Gasoline,N,LUCKY 7 CAB COMPANY,CHICAGO,IL,60647.0,Flash Cab Co,Chicago Taxicab Management Inc.,3036Taxi,Taxi
8043,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72370Livery,Livery
8045,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72622Livery,Livery
8046,ACTIVE,FORD,TRANSIT BUS,2015.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,,,8191Medicar,Medicar
8048,ACTIVE,HONDA,HR-V,2022.0,WHITE,Gasoline,N,RUBI FERAH INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,176Taxi,Taxi
8049,INACTIVE,INTL,C-MAX,2013.0,WHITE,Gasoline,N,METRO LIMOUSINE INC,CHICAGO,IL,60631.0,,,14698Charter Sightseeing,Charter Sightseeing
8050,INACTIVE,FORD,E350,2015.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,,,895569Ambulance,Ambulance
8054,ACTIVE,CHEVROLET,SUBURBAN,2024.0,BLACK,Gasoline,N,RAYAN LIMO SERVICES INC,CHICAGO,IL,60630.0,,,7843Livery,Livery
8055,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608.0,,,5670Taxi,Taxi
8057,ACTIVE,TOYOTA,SIENNA,2020.0,YELLOW,Gasoline,Y,EL TAYSEER LLC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,164Taxi,Taxi
8058,VIOLATION,FORD,TRANSIT,2019.0,WHITE,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60477.0,,,5328Ambulance,Ambulance
8061,ACTIVE,LINCOLN,MKT,2017.0,WHITE,Gasoline,N,OSCAR SERVICE INC.,CHICAGO,IL,60634.0,,,7632Livery,Livery
8062,ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,"SINIT LIMO, INC.",CHICAGO,IL,60630.0,,,8008Livery,Livery
8063,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71824Livery,Livery
8064,ACTIVE,KIA,SOUL,2018.0,LAVENDER,Gasoline,N,CHICAGO CAB CORP.,CHICAGO,IL,60659.0,CHICAGO CITY TAXI ASSOC,Top Cab Corp.,2028Taxi,Taxi
8065,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72408Livery,Livery
8067,INACTIVE,FORD,E350,2012.0,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,ORLAND PARK,IL,60467.0,,,8325Medicar,Medicar
8070,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72655Livery,Livery
8072,ACTIVE,TOYOTA,RAV4,2019.0,GRAY,Gasoline,N,ADHANET CORP,CHICAGO,IL,60612.0,Independent1,Owner-Operator,1539Taxi,Taxi
8074,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71535Livery,Livery
8075,ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,CLS WORLD WIDE INC,CHICAGO,IL,60629.0,,,7435Livery,Livery
8078,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71756Livery,Livery
8079,INACTIVE,FORD,E350,2008.0,WHITE,Gasoline,N,"CITY WIDE TRANSPORTATION, LTD.",CHICAGO,IL,60619.0,,,6299Medicar,Medicar
8080,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,72360Livery,Livery
8081,ACTIVE,FREIGHTLINER,S2 106,2008.0,WHITE,Gasoline,N,AVITAL PARTY BUS LLC,CHICAGO,IL,60640.0,,,22085Charter Sightseeing,Charter Sightseeing
8082,ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,WEN LIN LIMO CORP,CHICAGO,IL,60616.0,,,7883Livery,Livery
8084,ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,YONG LIU,CHICAGO,IL,60608.0,,,70824Livery,Livery
8085,INACTIVE,,,,,Gasoline,N,CITY OF CHICAGO BACP,,,,,,71583Livery,Livery
8086,ACTIVE,FORD,EXPEDITION,2021.0,BLACK,Gasoline,N,S&L TRADE INC.,CHICAGO,IL,60629.0,,,70752Livery,Livery
8087,VIOLATION,LINCOLN,NAVIGATOR,2020.0,BLACK,Gasoline,N,GTS LIMOS INC,CHICAGO,IL,60647.0,,,8267Livery,Livery
8089,ACTIVE,VOLVO,S90,2024.0,BLACK,Gasoline,N,BLACK LUXURY INC.,CHICAGO,IL,60659.0,,,70130Livery,Livery
8091,VIOLATION,INFINITI,QX60,2017.0,BLACK,Gasoline,N,GLADSTONE GIKUNOO,CHICAGO,IL,60617.0,,,9526Livery,Livery
